Freq.	V(vout)
2.39883291901947e+03	(-8.91135071341661e+01dB,-1.79642292338619e+02°)
2.45470891568501e+03	(-8.95135138821899e+01dB,-1.79663270443833e+02°)
2.51188643150955e+03	(-8.99135207314802e+01dB,-1.79684658339679e+02°)
2.57039578276884e+03	(-9.03135276325281e+01dB,-1.79706509446551e+02°)
2.63026799189535e+03	(-9.07135345264473e+01dB,-1.79728880439714e+02°)
2.69153480392689e+03	(-9.11135413434435e+01dB,-1.79751831494522e+02°)
2.75422870333814e+03	(-9.15135480010530e+01dB,-1.79775426548874e+02°)
2.81838293126442e+03	(-9.19135544021143e+01dB,-1.79799733584120e+02°)
2.88403150312658e+03	(-9.23135604324348e+01dB,-1.79824824925754e+02°)
2.95120922666635e+03	(-9.27135659581059e+01dB,-1.79850777565304e+02°)
